OUT_ID	AO-Hands-Day11	AO-Hands-Day21	Bench-Day21	Bench11	Bucket-Water-after-dissection2	Bucket-Water1	Egg-Case0A	Egg-Case0B	Egg-Case0C	Egg-Case0D	Egg-Case16A	Egg-Case16B	Egg-Case16C	Egg-Case16D	Egg-Case26A	Egg-Case26B	Egg-Case26C	Egg-Case26D	Egg-Case30A	Egg-Case30B	Egg-Case30C	Egg-Case30D	Egg-Case33A	Egg-Case33B	Egg-Case33C	Egg-Case33D	Gill26A	Gill26B	Gill26C	Gill26D	Gill30A	Gill30B	Gill30C	Gill30D	Gill33A	Gill33B	Gill33C	Gill33D	GillAdult1	GillAdult2	GillAdult3	GillAdult4	Internal-Water0A	Internal-Water0B	Internal-Water0C	Internal-Water0D	Internal-Water16A	Internal-Water16B	Internal-Water26A	Internal-Water26B	Internal-Water26C	Internal-Water26D	Internal-Water30A	Internal-Water30B	Internal-Water30C	Internal-Water30D	Internal-Water33A	Internal-Water33B	Internal-Water33C	Internal-Water33D	KM-Hands-Day-11	KM-Hands-Day-21	MRC-Water-Cold3	MRC-Water-Cold4	MRC-Water1	MRC-Water2	Ocean-Water1	Ocean-Water2	Tail-Skin26A	Tail-Skin26B	Tail-Skin26C	Tail-Skin26D	Tail-Skin30A	Tail-Skin30B	Tail-Skin30C	Tail-Skin30D	Tail-Skin33A	Tail-Skin33B	Tail-Skin33C	Tail-Skin33D	Tail-SkinAdult1	Tail-SkinAdult2	Tail-SkinAdult3	Tail-SkinAdult4
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;uncultured_eubacterium_E1-K12	0	30.0837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_2;Prevotella_shahii_DSM_15611_=_JCM_12083	0	7.9943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_2;Prevotella_sp._8404125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA	18.6957	38.4986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.963	0	0	0	0	0	0	0	0	16.5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;Prevotella_pleuritidis_JCM_14110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_nigrescens_CC14M	0	6.1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_oris_F0302	0	18.0923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_pallens	18.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2552	0	0	0.4098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_sp._oral_taxon_299_str._F0039	0	15.9886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9172	1.301	0	3.6669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Roseimarinus;uncultured_Prolixibacter_sp.	0	0	0	0	0	0	0	0	0	0	0	8.7757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9278	12.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;uncultured_Cytophagales_bacterium;uncultured_Cytophagales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.032	0	0	0	0	0	2.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;NA	0	0	0	0	0	0	0	8.4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8646	0	0	0	0	0	0	0	0	0	0	0	9.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;uncultured_Rikenella_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.8545	0	20.4524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;dgA-11_gut_group;uncultured_bacterium	0	0	3.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes_VC2.1_Bac22;uncultured_organism;uncultured_organism;uncultured_organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5137	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes_VC2.1_Bac22;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;37-13;uncultured_Bacteroidetes_bacterium;uncultured_Bacteroidetes_bacterium	0	0	0	0	0	0	0	33.7887	9.5453	0	0	0	0	8.36	3.5571	1.094	4.5535	0	4.4691	0	0	0	5.5792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7362	0	0	15.3599	0	0	0	0	0	0	0	0	0	0	0	8.9618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA	8.1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA	0	0	0	0	0	0	8.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;NA	3.7681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;uncultured_Bacteroidetes_bacterium	0	0	0	0	0	0	0	0	0	8.8303	0	0	1.1472	0	4.7885	0.4862	0	0	3.5524	0	0	2.2868	0.5313	4.2038	5.3795	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0887	14.2982	0	0	0	0	0	0	0	0	0	0	0	14.5905	0	0	0	0	2.9327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2054
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;uncultured_bacterium_FukuN23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;uncultured_marine_bacterium	0	0	0	0	0	0	5.6389	7.0093	0	0	5.5742	0	0	0	4.378	0	0	0	0	0	0	5.3968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6339	0.6821	0	0.3444
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;NA;NA;NA	0	0	0	0	0	0	8.615	0	0	0	12.4259	13.491	6.6285	21.709	23.3948	8.8733	7.3182	9.3207	6.8755	21.9362	15.2756	12.4399	16.4719	6.4674	0.5977	6.2333	0	0	0	0	0	0	0	44.9102	0	0	0	0	0	0	22.1107	12.4342	2.0239	0	90.299	0	0	0	0	0	0	0	20.4118	6.9703	0	11.7483	11.1808	0	0	0	0	0	0	0	0	0	0	0	0	44.7761	0	0	83.4215	157.8441	0	0	21.5451	0	0	0	5.4044	0	0	2.3247
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;Aureispira_sp._CCB-QB1	0	0	0	0	0	0	0	0	0	10.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;NA	0	0	0	0	0	0	16.6034	14.9173	0	34.1437	0	0	0	0	3.1467	0	6.3424	0	1.6043	0	0	3.11	1.1955	5.4973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0912	0	21.2603	30.7198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9211	12.8855	8.8578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;Saprospira_sp._CNJ451	0	16.4093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;Saprospira_sp._CNJ640	0	0	0	0	0	0	53.4131	164.0906	42.6935	71.231	0	0	0	0	6.8406	2.7957	3.4151	0	4.6983	2.9985	0	4.3906	0	0	0	3.5619	0	0	0	0	0	0	0	0	0	0	0	0	13.2374	0	20.4099	21.9427	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3822	5.7737	0	0	0	0	0	0	25.1126	0	19.4027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8413
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;uncultured_Bacteroidetes_bacterium	0	0	0	0	0	0	0	7.3688	0	0	0	5.7632	0	0	0	2.3095	0	0	0	1.5781	0	0	0	1.2935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;uncultured_marine_bacterium	0	0	0	0	19.5312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Haliscomenobacter;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3357	0	0	3.3689	0	0	0	0	1.9926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Cladosiphon_okamuranus	17.5362	14.5159	0	21.742	0	0	29.1344	19.051	0	0	24.8516	24.7553	32.2502	24.8102	12.1763	38.167	20.003	16.8446	13.0634	14.6767	21.004	23.7824	11.1584	15.8453	4.8814	2.6714	0	0	46.4992	0	0	51.1902	37.3782	19.2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6645	19.2075	0	18.1073	21.5746	0	10.792	23.9197	3.2473	4.3019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1983	0	0	24.623	0	82.8221	0	0	0	0	0.9471
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_agarilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_aquimaris	0	0	0	0	0	0	13.3141	15.6362	0	0	0	0	0	8.0903	5.062	7.05	0	0	0	8.5219	0	5.3968	4.5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0551	0	0	0	0	0	0	5.0545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.195	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_cohaerens_DSM_23179	0	0	0	0	0	0	9.2416	0	0	0	10.6839	13.3601	22.435	9.4387	16.6911	18.8404	72.6936	9.6576	0	12.3094	12.3247	8.8727	7.8374	3.2337	0	10.3888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.458	43.7505	21.1975	0	8.2979	5.4286	14.7537	7.8816	6.0307	0	0	0	0	0	35.7582	0	0	0	0	0	0	0	0	0	0	0	0	24.623	0	0	0	0	0	0	0.7749
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7749
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_nigricans	0	0	0	0	0	0	0	0	13.0163	0	0	12.8361	0	0	7.251	6.8069	14.1484	2.6951	22.1164	18.3064	24.9965	11.2509	7.3061	10.6713	0.2989	5.3428	0	0	0	0	0	0	0	0	0	11.0706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5874	19.286	23.36	3.2993	0	26.9588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1875	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_persica_DSM_23188	0	0	0	0	0	0	0	0	0	0	5.9226	0.6549	0	0	5.6093	0	1.6263	1.5722	2.7502	0	0	0	0	9.0544	0	1.7809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Lewinella_sp._JNU-L058	0	0	0	0	15.1367	0	0	0	0	0	0	10.0855	14.9142	24.136	8.0719	0	6.1798	5.5026	0	0	9.3736	4.2991	4.915	0	0	13.6539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4287	9.9724	7.6067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8798	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;NA	0	0	0	0	0	0	8.7717	15.4565	14.5782	10.302	4.7613	0	21.1602	3.7755	6.9774	13.4922	27.1585	22.1226	9.3966	10.8891	0	5.4882	1.9926	11.9649	5.7779	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06	0	0	29.2569	6.7463	0	0	0	0	0	0	26.3998	0	0	0	16.264	0	4.2349	9.4396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1599	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;uncultured_Bacteroidales_bacterium	0	0	0	0	0	0	0	11.1431	11.1073	0	0	0	4.0791	7.5509	0	3.7681	0	0	0	0	0	0	0	7.1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2087	0	24.662	19.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6146	0	0.3444
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;uncultured_Bacteroidetes_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7957	2.9273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7749
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;uncultured_marine_bacterium	0	0	0	0	0	0	7.0487	26.7793	18.2228	0	7.3161	18.2064	9.9428	39.9121	13.2707	21.8792	11.2212	16.5077	29.4502	19.8845	17.8795	19.7576	55.6589	176.2386	10.1612	8.3111	0	0	0	0	0	0	0	27.8015	0	0	0	0	0	0	0	13.1656	0	0	0	0	0	0	28.7898	21.2902	0	0	18.7657	2.9873	6.0001	14.6171	8.4315	5.1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.1127	0	15.54	0	0	3.6449	0	0	2.7552
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Membranicola;Lewinella_sp._CZ-AZ5	0	0	0	48.5841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA	12.7536	22.5102	106.3421	41.6052	39.0625	36.8792	187.181	241.373	173.0302	95.2198	282.6587	287.11	151.9459	343.7025	503.0577	441.5954	399.2453	225.1565	359.5897	283.1173	358.1101	328.5618	360.786	233.1522	216.9716	217.8687	79.7494	80.6772	56.3355	301.6924	28.5078	69.1067	468.5623	201.0264	4.9882	67.3462	45.1468	0	278.4276	125.5065	436.2616	380.3395	7.4209	0	248.9323	142.4404	0	0	271.5354	267.1919	346.8024	56.1597	58.6018	168.6142	62.0008	262.2874	295.5598	29.6894	93.9256	57.227	0	0	0	32.7556	126.6213	27.4169	1.5274	0	1941.1765	155.6503	0	0	65.9902	136.6699	0	0	206.2174	0	368.0982	56.4844	56.9348	18.302	0	35.3871
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;OLB8;uncultured_bacterium_MK04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2568	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1044	12.0335	0	10.3314	3.4378	0	0	9.0555	3.0553	0	0	0	0	0	0	0	23.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0901	0	0	0	10.2894	0	0	5.7737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7749
